Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework maxscore,Week 1 quiz maxscore,Week 10 homework maxscore,Week 10 quiz maxscore,Week 11 homework maxscore,Week 11 quiz maxscore,Week 12 quiz maxscore,Week 13 homework maxscore,Week 13 quiz maxscore,Week 14 homework maxscore,Week 14 quiz maxscore,Week 15 homework maxscore,Week 15 quiz maxscore,Week 16 quiz maxscore,Week 2 homework maxscore,Week 2 quiz maxscore,Week 3 homework maxscore,Week 3 quiz maxscore,Week 4 homework maxscore,Week 4 quiz maxscore,Week 5 homework maxscore,Week 5 quiz maxscore,Week 6 quiz maxscore,Week 7 homework maxscore,Week 7 quiz maxscore,Week 8 homework maxscore,Week 8 quiz maxscore,Week 9 homework maxscore,Week 9 quiz maxscore
S057,M,Proficient,1.0,5.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,7.0,4.0,5.0,1.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,2.0,1.0,2.0,11.0,10.0,107.5,A,0.5,0.5,0.5,0.49,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46
S058,M,-,0.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,8.0,4.0,4.0,0.0,6.0,0.0,0.0,89.26,B,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.45,0.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.45,0.5,0.5,0.5,0.5,0.5,0.5
S059,M,Intermediate,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,15.0,20.0,7.0,4.0,15.0,27.0,87.29,B,0.5,0.49,0.5,0.36,0.5,0.42,0.0,0.5,0.44,0.25,0.33,0.33,0.42,0.0,0.5,0.49,0.5,0.41,0.42,0.45,0.21,0.39,0.34,0.48,0.5,0.33,0.49,0.5,0.49
S060,F,Beginner,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.59,F,0.5,0.5,0.39,0.45,0.03,0.45,0.38,0.44,0.42,0.5,0.5,0.12,0.21,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.21,0.47
S061,F,Intermediate,4.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,7.0,4.0,3.0,4.0,1.0,10.0,6.0,2.0,1.0,1.0,11.0,6.0,11.0,11.0,22.0,8.0,10.0,5.0,0.0,2.0,13.0,74.9,C,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.42,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S062,F,Proficient,2.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,7.0,6.0,6.0,15.0,3.0,6.0,2.0,5.0,13.0,8.0,97.5,A,0.5,0.5,0.5,0.48,0.5,0.49,0.5,0.5,0.47,0.5,0.5,0.5,0.47,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48
S063,F,Proficient,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,3.0,13.0,11.0,14.0,2.0,2.0,2.0,14.0,3.0,2.0,95.47,A,0.5,0.5,0.5,0.48,0.5,0.48,0.49,0.44,0.42,0.5,0.38,0.33,0.45,0.0,0.5,0.48,0.5,0.44,0.5,0.43,0.5,0.48,0.45,0.5,0.5,0.5,0.45,0.5,0.38
S066,F,Proficient,1.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,9.0,3.0,1.0,3.0,4.0,0.0,1.0,2.0,4.0,95.5,A,0.5,0.5,0.5,0.5,0.5,0.46,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.48
S067,M,-,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,10.0,2.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,4.0,1.0,79.2,C,0.5,0.5,0.5,0.46,0.33,0.43,0.45,0.5,0.48,0.5,0.48,0.0,0.34,0.4,0.5,0.49,0.5,0.45,0.5,0.48,0.46,0.5,0.48,0.5,0.5,0.5,0.45,0.21,0.43
S068,M,Intermediate,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,61.67,D,0.5,0.48,0.5,0.37,0.5,0.39,0.27,0.44,0.42,0.5,0.45,0.44,0.39,0.16,0.5,0.5,0.5,0.5,0.41,0.5,0.45,0.48,0.45,0.5,0.5,0.5,0.41,0.5,0.37
S069,M,Intermediate,1.0,2.0,4.0,1.0,6.0,3.0,2.0,2.0,1.0,6.0,3.0,3.0,2.0,7.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,8.0,11.0,1.0,6.0,1.0,9.0,9.0,100.2,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48
S070,F,Intermediate,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,57.54,E,0.5,0.5,0.0,0.43,0.0,0.28,0.5,0.0,0.05,0.12,0.0,0.25,0.0,0.0,0.5,0.5,0.1,0.45,0.21,0.45,0.0,0.49,0.39,0.46,0.44,0.02,0.45,0.27,0.34
S071,M,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,F,0.5,0.5,0.5,0.5,0.33,0.5,0.5,0.5,0.5,0.5,0.5,0.38,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.49,0.48,0.5,0.33,0.5,0.46,0.5
S072,M,Proficient,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,10.0,1.0,2.0,4.0,6.0,99.0,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.5,0.45,0.44,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5
S073,M,Intermediate,2.0,3.0,6.0,2.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,11.0,8.0,6.0,5.0,5.0,5.0,2.0,2.0,5.0,83.6,B,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.48,0.0,0.38,0.42,0.5,0.42,0.5,0.5,0.5,0.5,0.0,0.44,0.5,0.5,0.43,0.48,0.5,0.38,0.5,0.5,0.5
S074,F,Intermediate,2.0,5.0,6.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,11.0,15.0,10.0,5.0,3.0,10.0,5.0,2.0,3.0,1.0,5.0,91.2,A,0.5,0.46,0.5,0.5,0.41,0.46,0.45,0.5,0.44,0.0,0.49,0.42,0.48,0.4,0.5,0.42,0.47,0.35,0.5,0.48,0.5,0.49,0.44,0.5,0.5,0.33,0.5,0.41,0.37
S075,M,Expert,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,7.0,1.0,4.0,3.0,5.0,4.0,3.0,97.15,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.47,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S076,M,Proficient,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,2.0,6.0,1.0,16.0,5.0,0.0,2.0,0.0,8.0,70.37,C,0.5,0.5,0.5,0.48,0.0,0.5,0.32,0.5,0.48,0.0,0.37,0.5,0.31,0.24,0.5,0.48,0.5,0.45,0.5,0.41,0.3,0.48,0.4,0.48,0.48,0.5,0.5,0.32,0.39
S077,F,Novice,3.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,61.3,D,0.5,0.5,0.22,0.5,0.0,0.47,0.4,0.5,0.45,0.0,0.44,0.0,0.45,0.41,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.49,0.5,0.45,0.0,0.4
S079,M,Proficient,1.0,3.0,3.0,4.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,7.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,40.78,F,0.5,0.5,0.0,0.5,0.0,0.43,0.38,0.0,0.42,0.42,0.45,0.0,0.44,0.35,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.48,0.0,0.5,0.33,0.44,0.11,0.4
S080,F,Proficient,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,4.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32,F,0.5,0.5,0.5,0.45,0.5,0.43,0.5,0.5,0.45,0.44,0.46,0.03,0.32,0.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.5,0.48,0.5,0.5,0.5,0.35
S081,M,Intermediate,5.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,8.0,3.0,8.0,1.0,4.0,1.0,1.0,87.66,B,0.5,0.48,0.5,0.41,0.5,0.4,0.41,0.5,0.38,0.5,0.4,0.42,0.47,0.28,0.5,0.5,0.47,0.4,0.5,0.45,0.5,0.37,0.41,0.5,0.5,0.45,0.33,0.5,0.4
S082,M,-,3.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,18.99,F,0.5,0.5,0.5,0.45,0.5,0.49,0.5,0.44,0.5,0.28,0.45,0.28,0.5,0.0,0.5,0.48,0.39,0.45,0.33,0.43,0.29,0.48,0.49,0.5,0.5,0.33,0.48,0.21,0.43
S083,M,Intermediate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,F,0.5,0.5,0.19,0.41,0.0,0.4,0.0,0.5,0.5,0.28,0.47,0.31,0.24,0.37,0.5,0.5,0.5,0.38,0.27,0.35,0.25,0.45,0.42,0.48,0.5,0.5,0.41,0.29,0.45
S084,F,Proficient,4.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,10.0,2.0,8.0,14.0,16.0,7.0,3.0,2.0,2.0,7.0,0.0,61.1,D,0.5,0.5,0.42,0.5,0.15,0.5,0.5,0.5,0.5,0.25,0.5,0.0,0.26,0.0,0.5,0.48,0.5,0.45,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S085,M,Intermediate,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,8.0,6.0,17.0,4.0,18.0,1.0,3.0,2.0,0.0,94.15,A,0.5,0.5,0.5,0.48,0.5,0.45,0.41,0.44,0.47,0.28,0.44,0.0,0.49,0.37,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48
S086,M,-,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,7.0,4.0,2.0,2.0,2.0,6.0,2.0,88.12,B,0.5,0.46,0.5,0.5,0.5,0.49,0.45,0.5,0.41,0.5,0.46,0.5,0.5,0.0,0.5,0.5,0.5,0.45,0.43,0.48,0.5,0.47,0.44,0.5,0.5,0.5,0.5,0.5,0.46
S087,F,Beginner,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,2.0,2.0,8.0,1.0,2.0,3.0,4.0,7.0,4.0,2.0,7.0,74.5,C,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S088,M,Proficient,4.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,10.0,4.0,2.0,1.0,3.0,7.0,18.0,2.0,0.0,0.0,0.0,0.0,48.27,F,0.5,0.5,0.5,0.46,0.5,0.47,0.5,0.44,0.46,0.28,0.37,0.44,0.0,0.0,0.5,0.49,0.5,0.49,0.5,0.49,0.5,0.48,0.37,0.5,0.5,0.5,0.5,0.5,0.49
S089,M,-,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,13.0,4.0,8.0,4.0,0.0,4.0,10.0,5.0,1.0,5.0,85.13,B,0.5,0.5,0.5,0.45,0.5,0.43,0.47,0.5,0.47,0.0,0.45,0.46,0.45,0.25,0.5,0.5,0.48,0.5,0.5,0.45,0.5,0.42,0.5,0.48,0.5,0.38,0.48,0.5,0.45
S090,M,Expert,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,3.0,9.0,3.0,3.0,4.0,6.0,4.0,4.0,97.95,A,0.5,0.5,0.5,0.4,0.5,0.5,0.48,0.5,0.45,0.5,0.45,0.47,0.4,0.42,0.5,0.5,0.5,0.41,0.5,0.45,0.5,0.42,0.45,0.5,0.48,0.5,0.5,0.5,0.41
S091,M,Intermediate,6.0,2.0,3.0,0.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,13.0,0.0,5.0,13.0,6.0,9.0,9.0,7.0,5.0,3.0,4.0,89.2,B,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.5,0.49,0.5,0.5,0.44,0.5,0.5,0.5,0.5,0.3,0.34,0.5,0.45,0.43,0.5,0.5,0.5,0.5,0.5,0.49
S092,M,Intermediate,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66,B,0.5,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.45,0.45,0.5,0.49,0.45,0.0,0.0,0.0,0.0,0.0,0.05
S094,M,-,13.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.26,F,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.43,0.39,0.43,0.31,0.42,0.43,0.5,0.48,0.36,0.45,0.5,0.48,0.43,0.45,0.46,0.5,0.5,0.45,0.48,0.5,0.4
S095,M,Beginner,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34,F,0.0,0.43,0.0,0.45,0.5,0.5,0.47,0.5,0.49,0.5,0.43,0.28,0.38,0.42,0.0,0.39,0.0,0.43,0.1,0.34,0.29,0.43,0.35,0.12,0.48,0.07,0.5,0.29,0.3
S097,F,Novice,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,62.87,D,0.5,0.49,0.39,0.46,0.5,0.49,0.45,0.5,0.43,0.5,0.45,0.31,0.49,0.23,0.5,0.5,0.5,0.48,0.5,0.44,0.47,0.5,0.5,0.48,0.5,0.33,0.43,0.32,0.5
S098,M,Intermediate,4.0,4.0,3.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,102.1,A,0.5,0.5,0.28,0.45,0.5,0.46,0.5,0.5,0.45,0.5,0.4,0.5,0.46,0.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.49,0.5,0.5,0.5,0.5,0.5,0.36
S099,F,Proficient,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,11.0,2.0,1.0,3.0,1.0,2.0,1.0,103.5,A,0.5,0.5,0.5,0.5,0.5,0.45,0.48,0.5,0.49,0.5,0.37,0.5,0.45,0.46,0.5,0.5,0.5,0.5,0.5,0.48,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48
S100,M,Proficient,3.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,13.0,1.0,1.0,2.0,8.0,1.0,5.0,4.0,19.0,5.0,4.0,99.0,A,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.45,0.5,0.49,0.5,0.49,0.44,0.5,0.49,0.5,0.49,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.46
S101,M,Proficient,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,59.14,E,0.5,0.5,0.19,0.45,0.0,0.39,0.33,0.44,0.4,0.28,0.39,0.06,0.25,0.26,0.5,0.48,0.5,0.5,0.33,0.45,0.5,0.47,0.49,0.44,0.48,0.31,0.45,0.23,0.42
S102,M,-,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,12.0,3.0,0.0,4.0,15.0,0.0,9.0,0.0,0.0,0.0,24.0,89.95,B,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S103,F,Novice,3.0,6.0,3.0,7.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,7.0,1.0,4.0,4.0,8.0,7.0,5.0,4.0,1.0,2.0,0.0,91.9,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.43,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S104,F,Novice,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,86.7,B,0.5,0.5,0.33,0.48,0.35,0.5,0.45,0.5,0.48,0.28,0.49,0.33,0.5,0.45,0.5,0.48,0.5,0.47,0.5,0.47,0.42,0.45,0.5,0.48,0.5,0.24,0.5,0.5,0.48
S105,M,Proficient,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,A,0.5,0.5,0.5,0.35,0.5,0.45,0.5,0.39,0.5,0.0,0.44,0.0,0.36,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.45,0.21,0.5
S106,M,-,5.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,F,0.5,0.5,0.0,0.24,0.0,0.11,0.33,0.44,0.43,0.0,0.0,0.0,0.3,0.19,0.5,0.45,0.39,0.45,0.5,0.5,0.5,0.45,0.49,0.5,0.49,0.5,0.45,0.18,0.39
S107,M,Intermediate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,86.37,B,0.5,0.48,0.42,0.5,0.4,0.46,0.49,0.5,0.39,0.5,0.34,0.0,0.0,0.0,0.5,0.44,0.29,0.3,0.37,0.43,0.41,0.48,0.48,0.5,0.45,0.48,0.45,0.5,0.44
S108,M,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,8.0,1.0,6.0,1.0,3.0,0.0,7.0,3.0,0.0,95.47,A,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.49,0.5,0.49,0.31,0.3,0.34,0.5,0.5,0.5,0.42,0.5,0.48,0.5,0.49,0.49,0.5,0.5,0.5,0.5,0.5,0.5
S109,M,Intermediate,3.0,3.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.57,D,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S110,F,Intermediate,3.0,3.0,4.0,2.0,3.0,6.0,2.0,8.0,10.0,4.0,4.0,2.0,5.0,1.0,3.0,2.0,1.0,4.0,5.0,3.0,5.0,5.0,16.0,6.0,0.0,0.0,4.0,8.0,8.0,92.3,A,0.5,0.5,0.0,0.42,0.0,0.43,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.5,0.49,0.5,0.48,0.5,0.48,0.5,0.45,0.49,0.5,0.5,0.5,0.5,0.48,0.43
S113,M,Intermediate,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,4.0,10.0,98.44,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.45,0.5,0.4,0.42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
S114,F,Intermediate,6.0,12.0,5.0,5.0,10.0,3.0,1.0,3.0,4.0,1.0,4.0,2.0,5.0,5.0,4.0,2.0,1.0,1.0,13.0,1.0,1.0,9.0,2.0,7.0,5.0,1.0,4.0,9.0,2.0,93.8,A,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.48,0.5,0.5,0.5,0.46,0.5
S115,M,Proficient,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.37,F,0.5,0.47,0.0,0.29,0.0,0.31,0.0,0.0,0.24,0.28,0.0,0.0,0.0,0.16,0.5,0.49,0.5,0.43,0.5,0.44,0.31,0.41,0.4,0.48,0.49,0.02,0.43,0.0,0.33
S116,F,Intermediate,3.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,70.21,C,0.5,0.5,0.19,0.48,0.0,0.44,0.43,0.44,0.4,0.5,0.5,0.17,0.49,0.41,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.38,0.41,0.19,0.5,0.4,0.5,0.36,0.48
