Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework_maxscore,Week 1 quiz_maxscore,Week 10 homework_maxscore,Week 10 quiz_maxscore,Week 11 homework_maxscore,Week 11 quiz_maxscore,Week 12 quiz_maxscore,Week 13 homework_maxscore,Week 13 quiz_maxscore,Week 14 homework_maxscore,Week 14 quiz_maxscore,Week 15 homework_maxscore,Week 15 quiz_maxscore,Week 16 quiz_maxscore,Week 2 homework_maxscore,Week 2 quiz_maxscore,Week 3 homework_maxscore,Week 3 quiz_maxscore,Week 4 homework_maxscore,Week 4 quiz_maxscore,Week 5 homework_maxscore,Week 5 quiz_maxscore,Week 6 quiz_maxscore,Week 7 homework_maxscore,Week 7 quiz_maxscore,Week 8 homework_maxscore,Week 8 quiz_maxscore,Week 9 homework_maxscore,Week 9 quiz_maxscore,Week 1 homework_firstscore,Week 1 quiz_firstscore,Week 10 homework_firstscore,Week 10 quiz_firstscore,Week 11 homework_firstscore,Week 11 quiz_firstscore,Week 12 quiz_firstscore,Week 13 homework_firstscore,Week 13 quiz_firstscore,Week 14 homework_firstscore,Week 14 quiz_firstscore,Week 15 homework_firstscore,Week 15 quiz_firstscore,Week 16 quiz_firstscore,Week 2 homework_firstscore,Week 2 quiz_firstscore,Week 3 homework_firstscore,Week 3 quiz_firstscore,Week 4 homework_firstscore,Week 4 quiz_firstscore,Week 5 homework_firstscore,Week 5 quiz_firstscore,Week 6 quiz_firstscore,Week 7 homework_firstscore,Week 7 quiz_firstscore,Week 8 homework_firstscore,Week 8 quiz_firstscore,Week 9 homework_firstscore,Week 9 quiz_firstscore,Week 1 homework_lastscore,Week 1 quiz_lastscore,Week 10 homework_lastscore,Week 10 quiz_lastscore,Week 11 homework_lastscore,Week 11 quiz_lastscore,Week 12 quiz_lastscore,Week 13 homework_lastscore,Week 13 quiz_lastscore,Week 14 homework_lastscore,Week 14 quiz_lastscore,Week 15 homework_lastscore,Week 15 quiz_lastscore,Week 16 quiz_lastscore,Week 2 homework_lastscore,Week 2 quiz_lastscore,Week 3 homework_lastscore,Week 3 quiz_lastscore,Week 4 homework_lastscore,Week 4 quiz_lastscore,Week 5 homework_lastscore,Week 5 quiz_lastscore,Week 6 quiz_lastscore,Week 7 homework_lastscore,Week 7 quiz_lastscore,Week 8 homework_lastscore,Week 8 quiz_lastscore,Week 9 homework_lastscore,Week 9 quiz_lastscore,attempts_sum,maxscore_sum,cluster_label,Logistic Regression,K-Nearest Neighbors,Support Vector Machine,Decision Tree
S024,F,Novice,5.0,6.0,7.0,8.0,7.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,88.05,B,0.5,0.5,0.5,0.46,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.45,0.46,0.5,0.5,0.5,0.5,0.0,0.41,0.5,0.36,0.31,0.46,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.26,0.5,0.24,0.5,0.31,0.47,0.27,0.43,0.44,0.49,0.4,0.29,0.0,0.13,0.5,0.5,0.5,0.46,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.08,0.46,0.5,0.5,0.5,0.5,0.0,0.41,76.0,9.16,1,1,1,1,1
S026,F,-,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,68.9,D,0.5,0.5,0.0,0.5,0.5,0.48,0.45,0.0,0.39,0.0,0.34,0.0,0.49,0.11,0.5,0.5,0.5,0.3,0.44,0.43,0.5,0.42,0.48,0.42,0.48,0.0,0.5,0.16,0.36,0.5,0.39,0.0,0.5,0.5,0.48,0.45,0.0,0.39,0.0,0.34,0.0,0.49,0.11,0.5,0.45,0.5,0.3,0.35,0.43,0.5,0.42,0.48,0.42,0.48,0.0,0.5,0.16,0.36,0.5,0.5,0.0,0.5,0.5,0.48,0.45,0.0,0.39,0.0,0.34,0.0,0.49,0.11,0.5,0.5,0.5,0.3,0.44,0.43,0.5,0.42,0.48,0.42,0.48,0.0,0.5,0.16,0.36,35.0,10.25,1,1,1,1,1
S027,F,Intermediate,5.0,3.0,4.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,5.0,99.0,A,0.5,0.49,0.5,0.5,0.5,0.48,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.45,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.45,0.47,0.48,0.5,0.48,0.41,0.06,0.38,0.5,0.4,0.42,0.5,0.44,0.5,0.41,0.47,0.45,0.5,0.46,0.34,0.37,0.5,0.42,0.44,0.31,0.4,0.3,0.36,0.5,0.49,0.5,0.5,0.5,0.44,0.5,0.5,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.44,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,80.0,14.34,1,1,1,1,1
S028,M,Novice,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,0.0,3.0,2.0,1.0,7.0,3.0,1.0,86.85,B,0.5,0.25,0.0,0.37,0.0,0.15,0.28,0.5,0.3,0.0,0.28,0.0,0.32,0.36,0.07,0.16,0.0,0.2,0.21,0.43,0.42,0.13,0.31,0.29,0.44,0.0,0.28,0.0,0.32,0.24,0.25,0.0,0.37,0.0,0.15,0.28,0.0,0.3,0.0,0.28,0.0,0.32,0.36,0.07,0.16,0.0,0.2,0.03,0.43,0.42,0.13,0.31,0.29,0.44,0.0,0.28,0.0,0.32,0.5,0.25,0.0,0.37,0.0,0.15,0.28,0.5,0.3,0.0,0.28,0.0,0.32,0.36,0.07,0.16,0.0,0.2,0.0,0.43,0.42,0.13,0.31,0.29,0.44,0.0,0.28,0.0,0.32,44.0,6.57,1,1,1,1,1
S029,M,Novice,2.0,3.0,4.0,4.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,6.0,4.0,20.0,5.0,3.0,13.0,15.0,5.0,5.0,3.0,0.0,85.56,B,0.0,0.45,0.5,0.45,0.5,0.0,0.5,0.44,0.37,0.5,0.48,0.0,0.0,0.36,0.5,0.43,0.5,0.5,0.29,0.4,0.5,0.5,0.49,0.5,0.49,0.5,0.5,0.5,0.45,0.0,0.38,0.0,0.45,0.0,0.0,0.32,0.0,0.37,0.0,0.48,0.0,0.0,0.36,0.5,0.43,0.09,0.38,0.2,0.4,0.0,0.42,0.49,0.25,0.49,0.02,0.39,0.0,0.45,0.0,0.45,0.5,0.45,0.5,0.0,0.5,0.44,0.37,0.5,0.48,0.0,0.0,0.36,0.5,0.43,0.5,0.5,0.0,0.0,0.5,0.5,0.43,0.5,0.49,0.5,0.5,0.5,0.45,114.0,11.6,0,0,0,0,0
S030,M,Proficient,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,5.0,2.0,4.0,4.0,4.0,14.0,5.0,5.0,2.0,1.0,2.0,72.65,C,0.5,0.45,0.22,0.5,0.5,0.39,0.46,0.44,0.36,0.0,0.39,0.04,0.39,0.31,0.5,0.4,0.22,0.43,0.0,0.48,0.5,0.44,0.4,0.48,0.47,0.31,0.38,0.32,0.33,0.26,0.45,0.0,0.5,0.15,0.39,0.46,0.28,0.36,0.0,0.3,0.0,0.39,0.31,0.17,0.39,0.02,0.28,0.0,0.48,0.11,0.19,0.4,0.21,0.47,0.31,0.38,0.0,0.33,0.5,0.45,0.22,0.5,0.5,0.39,0.46,0.44,0.36,0.0,0.39,0.04,0.39,0.31,0.5,0.4,0.16,0.43,0.0,0.48,0.5,0.44,0.4,0.48,0.47,0.31,0.38,0.32,0.33,76.0,10.610000000000001,1,1,1,1,1
S031,M,Beginner,1.0,3.0,4.0,2.0,4.0,5.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,6.0,8.0,5.0,5.0,9.0,6.0,15.0,2.0,0.0,0.0,0.0,0.0,68.14,D,0.5,0.4,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.5,0.39,0.47,0.31,0.21,0.11,0.45,0.33,0.43,0.5,0.44,0.17,0.11,0.5,0.0,0.26,0.4,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.28,0.19,0.24,0.2,0.2,0.11,0.26,0.13,0.34,0.08,0.34,0.0,0.11,0.0,0.0,0.5,0.4,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5,0.39,0.47,0.31,0.21,0.11,0.45,0.33,0.43,0.5,0.44,0.17,0.11,0.5,0.0,88.0,6.460000000000001,1,1,1,1,1
S033,F,Intermediate,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.97,B,0.5,0.44,0.0,0.41,0.0,0.37,0.0,0.0,0.22,0.0,0.26,0.0,0.0,0.0,0.5,0.47,0.16,0.49,0.36,0.4,0.03,0.27,0.39,0.06,0.5,0.0,0.25,0.0,0.31,0.26,0.43,0.0,0.41,0.0,0.37,0.0,0.0,0.22,0.0,0.26,0.0,0.0,0.0,0.5,0.47,0.16,0.26,0.36,0.4,0.03,0.27,0.39,0.06,0.5,0.0,0.25,0.0,0.31,0.5,0.44,0.0,0.41,0.0,0.37,0.0,0.0,0.22,0.0,0.26,0.0,0.0,0.0,0.5,0.47,0.16,0.49,0.36,0.4,0.03,0.27,0.39,0.06,0.5,0.0,0.25,0.0,0.31,23.0,6.39,1,1,1,1,1
S034,F,Intermediate,1.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,15.0,4.0,4.0,6.0,2.0,1.0,1.0,1.0,3.0,97.7,A,0.5,0.47,0.5,0.45,0.35,0.45,0.39,0.44,0.4,0.5,0.43,0.5,0.5,0.41,0.5,0.42,0.5,0.43,0.5,0.5,0.37,0.42,0.5,0.42,0.5,0.38,0.42,0.5,0.5,0.5,0.47,0.19,0.45,0.35,0.45,0.39,0.44,0.4,0.5,0.43,0.17,0.47,0.41,0.5,0.42,0.09,0.43,0.2,0.35,0.0,0.39,0.4,0.17,0.5,0.24,0.42,0.27,0.17,0.5,0.47,0.5,0.45,0.35,0.45,0.39,0.44,0.4,0.5,0.43,0.5,0.5,0.41,0.5,0.42,0.5,0.43,0.5,0.5,0.37,0.42,0.5,0.42,0.5,0.38,0.42,0.5,0.5,72.0,13.15,1,1,1,1,1
S035,M,Proficient,4.0,4.0,2.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,8.0,11.0,4.0,1.0,1.0,0.0,7.0,4.0,83.18,B,0.5,0.5,0.0,0.15,0.5,0.46,0.38,0.0,0.45,0.5,0.46,0.5,0.47,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.05,0.48,0.5,0.5,0.5,0.5,0.5,0.34,0.5,0.49,0.0,0.15,0.5,0.46,0.38,0.0,0.45,0.25,0.46,0.5,0.42,0.0,0.38,0.48,0.48,0.44,0.5,0.43,0.0,0.05,0.48,0.17,0.5,0.0,0.5,0.36,0.34,0.5,0.5,0.0,0.15,0.5,0.46,0.38,0.0,0.45,0.5,0.46,0.5,0.47,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.05,0.48,0.5,0.5,0.5,0.5,0.5,0.34,74.0,11.24,1,1,1,1,1
S036,M,Intermediate,4.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0,1.0,104.0,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.46,0.28,0.48,0.5,0.43,0.47,0.5,0.48,0.38,0.41,0.5,0.43,0.43,0.5,0.5,0.41,0.49,0.5,0.45,0.34,0.47,0.5,0.48,0.5,0.33,0.45,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.38,74.0,14.36,1,1,1,1,1
S039,M,Beginner,6.0,4.0,10.0,5.0,5.0,3.0,1.0,3.0,9.0,3.0,2.0,1.0,12.0,1.0,3.0,2.0,3.0,3.0,12.0,4.0,9.0,16.0,28.0,9.0,8.0,9.0,3.0,0.0,0.0,89.51,B,0.5,0.48,0.5,0.48,0.24,0.48,0.44,0.5,0.4,0.0,0.45,0.0,0.49,0.05,0.5,0.46,0.38,0.43,0.2,0.45,0.45,0.49,0.43,0.48,0.45,0.24,0.4,0.0,0.36,0.26,0.35,0.03,0.37,0.0,0.48,0.44,0.44,0.18,0.0,0.45,0.0,0.38,0.05,0.17,0.38,0.0,0.17,0.2,0.31,0.11,0.39,0.38,0.0,0.45,0.0,0.31,0.0,0.18,0.5,0.48,0.5,0.48,0.24,0.13,0.44,0.5,0.0,0.0,0.45,0.0,0.49,0.05,0.5,0.46,0.38,0.4,0.0,0.45,0.45,0.49,0.0,0.48,0.45,0.24,0.4,0.0,0.35,174.0,10.73,0,0,0,0,0
S040,M,Beginner,1.0,7.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,3.0,7.0,15.0,3.0,11.0,2.0,3.0,4.0,1.0,3.0,9.0,95.49,A,0.5,0.44,0.5,0.4,0.5,0.42,0.33,0.44,0.46,0.5,0.34,0.5,0.42,0.0,0.5,0.49,0.5,0.45,0.5,0.5,0.5,0.4,0.44,0.5,0.5,0.5,0.45,0.5,0.45,0.5,0.44,0.0,0.4,0.15,0.34,0.33,0.44,0.46,0.38,0.26,0.0,0.42,0.0,0.45,0.35,0.47,0.28,0.0,0.34,0.16,0.34,0.28,0.38,0.5,0.17,0.45,0.45,0.27,0.5,0.44,0.5,0.4,0.5,0.42,0.33,0.44,0.46,0.5,0.0,0.5,0.42,0.0,0.5,0.49,0.5,0.45,0.5,0.5,0.5,0.4,0.44,0.5,0.5,0.5,0.45,0.5,0.45,98.0,12.93,1,1,1,1,1
S041,M,Intermediate,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,12.0,4.0,31.0,8.0,33.0,6.0,10.0,5.0,3.0,9.0,22.0,98.5,A,0.5,0.47,0.5,0.45,0.5,0.44,0.5,0.5,0.44,0.5,0.5,0.5,0.45,0.42,0.5,0.46,0.5,0.48,0.5,0.45,0.5,0.37,0.39,0.5,0.49,0.5,0.48,0.5,0.45,0.5,0.38,0.0,0.45,0.09,0.44,0.32,0.0,0.41,0.0,0.35,0.25,0.39,0.42,0.43,0.46,0.33,0.39,0.35,0.3,0.11,0.37,0.39,0.17,0.49,0.0,0.4,0.0,0.38,0.5,0.47,0.5,0.45,0.5,0.44,0.5,0.5,0.44,0.5,0.5,0.5,0.45,0.42,0.5,0.46,0.5,0.48,0.5,0.45,0.5,0.37,0.39,0.5,0.49,0.5,0.48,0.5,0.45,177.0,13.739999999999998,0,0,0,0,0
S042,F,Proficient,1.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,10.0,3.0,5.0,8.0,9.0,12.0,4.0,6.0,3.0,4.0,9.0,11.0,99.5,A,0.5,0.43,0.5,0.46,0.5,0.5,0.5,0.44,0.44,0.5,0.45,0.5,0.48,0.44,0.5,0.4,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.48,0.26,0.43,0.17,0.46,0.15,0.5,0.5,0.39,0.44,0.12,0.45,0.08,0.42,0.44,0.0,0.4,0.1,0.34,0.2,0.34,0.26,0.32,0.5,0.17,0.45,0.0,0.5,0.0,0.45,0.5,0.43,0.5,0.43,0.5,0.5,0.5,0.44,0.0,0.5,0.41,0.5,0.48,0.44,0.5,0.35,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.48,117.0,13.95,0,0,0,0,0
S043,M,Novice,1.0,6.0,4.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.06,F,0.5,0.49,0.0,0.36,0.0,0.15,0.0,0.0,0.23,0.0,0.33,0.0,0.0,0.0,0.43,0.41,0.0,0.36,0.21,0.38,0.0,0.19,0.3,0.0,0.44,0.0,0.31,0.0,0.22,0.5,0.49,0.0,0.33,0.0,0.15,0.0,0.0,0.23,0.0,0.33,0.0,0.0,0.0,0.43,0.27,0.0,0.11,0.21,0.2,0.0,0.19,0.22,0.0,0.44,0.0,0.31,0.0,0.22,0.5,0.49,0.0,0.36,0.0,0.15,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.43,0.4,0.0,0.36,0.21,0.38,0.0,0.19,0.0,0.0,0.44,0.0,0.06,0.0,0.22,34.0,5.31,2,2,2,2,2
S044,M,Proficient,3.0,8.0,4.0,2.0,7.0,2.0,1.0,2.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,1.0,1.0,1.0,5.0,2.0,3.0,9.0,4.0,2.0,7.0,1.0,2.0,14.0,6.0,99.3,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.49,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.47,0.28,0.5,0.5,0.48,0.38,0.44,0.3,0.31,0.43,0.5,0.34,0.44,0.5,0.43,0.4,0.41,0.47,0.48,0.45,0.42,0.49,0.46,0.5,0.4,0.48,0.48,0.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.49,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,112.0,14.370000000000001,0,0,0,0,0
S045,F,Novice,2.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,42.72,F,0.5,0.44,0.0,0.49,0.0,0.26,0.36,0.0,0.25,0.0,0.0,0.0,0.18,0.0,0.41,0.45,0.43,0.35,0.29,0.35,0.37,0.3,0.32,0.38,0.48,0.0,0.4,0.11,0.3,0.5,0.34,0.0,0.49,0.0,0.26,0.36,0.0,0.25,0.0,0.0,0.0,0.18,0.0,0.34,0.28,0.28,0.3,0.0,0.13,0.37,0.3,0.29,0.38,0.48,0.0,0.36,0.11,0.3,0.5,0.44,0.0,0.49,0.0,0.26,0.36,0.0,0.25,0.0,0.0,0.0,0.18,0.0,0.28,0.45,0.43,0.35,0.29,0.35,0.37,0.3,0.32,0.38,0.48,0.0,0.4,0.11,0.3,35.0,7.42,2,2,2,2,2
S046,F,Novice,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,2.0,77.47,C,0.0,0.48,0.31,0.45,0.12,0.47,0.45,0.5,0.45,0.0,0.5,0.25,0.45,0.45,0.33,0.35,0.47,0.28,0.5,0.4,0.45,0.45,0.42,0.5,0.48,0.31,0.44,0.45,0.47,0.0,0.36,0.19,0.45,0.12,0.47,0.45,0.5,0.36,0.0,0.3,0.25,0.34,0.45,0.33,0.35,0.47,0.28,0.5,0.3,0.45,0.28,0.42,0.23,0.48,0.21,0.44,0.45,0.47,0.0,0.48,0.31,0.45,0.12,0.47,0.45,0.5,0.45,0.0,0.5,0.25,0.45,0.45,0.33,0.35,0.47,0.0,0.5,0.4,0.45,0.45,0.42,0.5,0.48,0.31,0.44,0.45,0.47,42.0,11.18,1,1,1,1,1
S047,M,Proficient,4.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,5.0,3.0,5.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,64.49,D,0.5,0.5,0.0,0.46,0.0,0.41,0.1,0.0,0.16,0.0,0.43,0.0,0.0,0.0,0.5,0.44,0.5,0.38,0.5,0.45,0.5,0.39,0.43,0.5,0.44,0.5,0.39,0.0,0.01,0.26,0.42,0.0,0.46,0.0,0.41,0.1,0.0,0.16,0.0,0.18,0.0,0.0,0.0,0.45,0.38,0.38,0.33,0.39,0.45,0.26,0.34,0.43,0.42,0.44,0.0,0.39,0.0,0.01,0.5,0.5,0.0,0.46,0.0,0.41,0.1,0.0,0.16,0.0,0.43,0.0,0.0,0.0,0.5,0.44,0.5,0.38,0.5,0.45,0.5,0.39,0.43,0.5,0.44,0.5,0.39,0.0,0.01,61.0,8.49,1,1,1,1,1
S048,M,Intermediate,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,6.0,6.0,5.0,4.0,10.0,3.0,4.0,4.0,2.0,25.0,1.0,92.29,A,0.5,0.31,0.5,0.45,0.5,0.41,0.45,0.5,0.3,0.5,0.43,0.5,0.4,0.0,0.5,0.38,0.5,0.39,0.5,0.33,0.5,0.29,0.4,0.5,0.48,0.5,0.17,0.5,0.33,0.0,0.31,0.17,0.45,0.0,0.41,0.45,0.44,0.3,0.0,0.43,0.5,0.4,0.0,0.17,0.38,0.1,0.35,0.2,0.33,0.26,0.29,0.4,0.17,0.48,0.0,0.17,0.09,0.33,0.5,0.31,0.5,0.45,0.5,0.41,0.45,0.5,0.3,0.5,0.43,0.5,0.4,0.0,0.5,0.38,0.5,0.39,0.5,0.33,0.5,0.29,0.4,0.5,0.48,0.5,0.17,0.5,0.33,93.0,12.02,1,1,1,1,1
S049,F,Intermediate,3.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,9.0,8.0,3.0,5.0,2.0,1.0,11.0,99.6,A,0.5,0.46,0.5,0.44,0.21,0.45,0.41,0.44,0.44,0.0,0.44,0.42,0.45,0.48,0.5,0.48,0.5,0.43,0.2,0.46,0.34,0.5,0.44,0.48,0.5,0.5,0.46,0.5,0.45,0.26,0.43,0.28,0.44,0.09,0.45,0.41,0.44,0.36,0.0,0.44,0.17,0.45,0.33,0.5,0.48,0.19,0.2,0.2,0.36,0.34,0.23,0.44,0.31,0.43,0.0,0.33,0.16,0.37,0.5,0.46,0.5,0.44,0.21,0.45,0.41,0.44,0.44,0.0,0.44,0.42,0.45,0.48,0.5,0.48,0.5,0.2,0.2,0.46,0.34,0.5,0.44,0.48,0.5,0.5,0.46,0.5,0.45,86.0,12.38,1,1,1,1,1
S050,M,Intermediate,3.0,6.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,15.0,7.0,14.0,13.0,15.0,18.0,0.0,23.0,4.0,0.0,0.0,77.19,C,0.5,0.46,0.0,0.0,0.38,0.38,0.36,0.5,0.42,0.0,0.0,0.0,0.0,0.0,0.5,0.45,0.5,0.5,0.5,0.45,0.32,0.48,0.45,0.5,0.5,0.4,0.38,0.5,0.18,0.5,0.46,0.0,0.0,0.0,0.38,0.36,0.06,0.42,0.0,0.0,0.0,0.0,0.0,0.12,0.26,0.03,0.4,0.23,0.3,0.08,0.43,0.25,0.06,0.5,0.0,0.38,0.0,0.18,0.5,0.35,0.0,0.0,0.38,0.0,0.36,0.5,0.33,0.0,0.0,0.0,0.0,0.0,0.5,0.45,0.5,0.5,0.5,0.45,0.32,0.48,0.45,0.5,0.5,0.4,0.0,0.48,0.15,147.0,9.61,0,0,0,0,0
S051,F,Beginner,3.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,7.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,82.5,B,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.44,0.46,0.25,0.49,0.0,0.49,0.0,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.0,0.5,0.0,0.49,0.49,0.44,0.46,0.25,0.43,0.0,0.38,0.0,0.5,0.48,0.47,0.5,0.5,0.43,0.42,0.39,0.4,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.44,0.46,0.25,0.49,0.0,0.49,0.0,0.5,0.5,0.48,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,60.0,12.09,1,1,1,1,1
S052,F,Beginner,2.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,63.33,D,0.5,0.3,0.0,0.46,0.0,0.48,0.5,0.44,0.29,0.12,0.5,0.0,0.5,0.11,0.5,0.22,0.5,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.38,0.33,0.5,0.14,0.23,0.5,0.3,0.0,0.41,0.0,0.31,0.3,0.44,0.29,0.12,0.3,0.0,0.5,0.11,0.45,0.22,0.38,0.34,0.5,0.41,0.45,0.43,0.24,0.44,0.38,0.26,0.5,0.14,0.12,0.5,0.3,0.0,0.46,0.0,0.48,0.5,0.44,0.29,0.12,0.5,0.0,0.5,0.11,0.5,0.0,0.5,0.5,0.5,0.08,0.5,0.5,0.5,0.5,0.38,0.33,0.5,0.14,0.23,60.0,10.410000000000002,1,1,1,1,1
