Student,Gender,Skill level,Week 1 quiz,Week 2 quiz,Week 3 quiz,Week 4 quiz,Week 5 quiz,Week 6 quiz,Week 7 quiz,Week 8 quiz,Week 9 quiz,Week 10 quiz,Week 11 quiz,Week 12 quiz,Week 13 quiz,Week 14 quiz,Week 15 quiz,Week 16 quiz,Week 1 homework,Week 2 homework,Week 3 homework,Week 4 homework,Week 5 homework,Week 7 homework,Week 8 homework,Week 9 homework,Week 10 homework,Week 11 homework,Week 13 homework,Week 14 homework,Week 15 homework,Score,Grade,Week 1 homework maxscore,Week 1 quiz maxscore,Week 10 homework maxscore,Week 10 quiz maxscore,Week 11 homework maxscore,Week 11 quiz maxscore,Week 12 quiz maxscore,Week 13 homework maxscore,Week 13 quiz maxscore,Week 14 homework maxscore,Week 14 quiz maxscore,Week 15 homework maxscore,Week 15 quiz maxscore,Week 16 quiz maxscore,Week 2 homework maxscore,Week 2 quiz maxscore,Week 3 homework maxscore,Week 3 quiz maxscore,Week 4 homework maxscore,Week 4 quiz maxscore,Week 5 homework maxscore,Week 5 quiz maxscore,Week 6 quiz maxscore,Week 7 homework maxscore,Week 7 quiz maxscore,Week 8 homework maxscore,Week 8 quiz maxscore,Week 9 homework maxscore,Week 9 quiz maxscore,Sum1,Sum2
S299,F,Intermediate,4,3,3,2,4,1,1,2,5,2,3,2,4,4,2,0,1,1,8,9,8,2,6,5,2,11,2,0,0,84.44,B,0.5,0.5,0.5,0.5,0.5,0.47,0.45,0.5,0.44,0.28,0.43,0.31,0.38,0.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.49,0.5,0.5,0.5,0.48,0.5,0.5,97,13.6
S300,M,Expert,3,0,4,2,1,1,1,1,1,0,1,2,1,2,1,0,2,0,8,1,0,5,0,2,0,4,8,9,0,76.78,C,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,60,14.43
S301,M,-,0,0,2,2,1,1,1,2,1,1,0,1,1,1,3,1,0,0,10,4,14,0,6,6,10,1,2,0,3,45.27,F,0.5,0.46,0.39,0.38,0,0.45,0.25,0.44,0.26,0.22,0.22,0.33,0.36,0.3,0.11,0,0.21,0.45,0.5,0.48,0.5,0.29,0.42,0.5,0.46,0.24,0.4,0.43,0.11,74,9.66
S302,M,-,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,99.34,A,0.5,0.31,0.19,0.43,0.35,0.45,0.47,0.39,0.32,0.5,0.34,0.22,0.39,0.37,0.5,0.37,0.32,0.31,0,0.38,0.5,0.29,0.45,0,0.43,0.33,0.4,0.32,0.35,32,10.18
S303,M,Proficient,2,2,1,3,3,2,1,2,2,1,2,1,2,3,3,3,1,1,5,5,5,8,4,4,10,0,4,0,0,87.3,B,0.5,0.5,0.5,0.46,0.5,0.46,0.5,0.5,0.42,0.42,0.5,0.03,0.45,0.44,0.5,0.47,0.5,0.5,0.5,0.45,0.5,0.47,0.48,0.5,0.49,0.5,0.5,0.5,0.45,80,13.49
S304,F,Novice,3,5,2,1,7,2,3,1,3,2,1,1,1,3,3,1,2,2,1,2,4,1,1,1,4,4,3,2,1,61.29,D,0.5,0.44,0.22,0.43,0,0.45,0.5,0.5,0.45,0.38,0.39,0.5,0.2,0.39,0.5,0.5,0.5,0.49,0.5,0.43,0.34,0.32,0.25,0.5,0.5,0.33,0.38,0.48,0.4,67,11.77
S305,M,Novice,2,1,3,4,6,1,2,2,1,1,1,2,2,1,0,0,2,10,4,1,6,1,14,1,4,1,1,1,0,83.26,B,0.5,0.5,0.5,0.49,0.5,0.44,0.45,0.5,0.41,0.5,0.41,0,0.41,0.39,0.5,0.45,0.5,0.48,0.5,0.5,0.5,0.48,0.5,0.42,0.45,0.5,0.5,0.5,0.44,75,13.22
S306,M,Intermediate,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,4,22,6,1,7,14,3,6,4,4,0,0,59.95,E,0.5,0.5,0.47,0.5,0.5,0.5,0.37,0.5,0.45,0,0.37,0,0.45,0.48,0.5,0.5,0.5,0.48,0.5,0.4,0.5,0.4,0.4,0.48,0.43,0.33,0.4,0.5,0.43,91,12.34
S307,M,-,2,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,2,4,1,2,1,2,3,2,1,2,1,3,77.38,C,0.5,0.5,0.5,0.35,0.35,0.48,0.43,0.5,0.33,0.5,0.38,0.31,0.43,0.25,0.5,0.44,0.5,0.46,0.5,0.43,0.5,0.49,0.49,0.46,0.43,0.31,0.44,0.5,0.33,37,12.59
S308,M,Intermediate,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,0,1,3,3,1,1,4,3,1,4,2,1,1,0,34.49,F,0.5,0.5,0.5,0.45,0.5,0.5,0.45,0.5,0.43,0.12,0.39,0.03,0.13,0,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.49,0.49,0.5,0.5,0.5,0.45,0.5,0.45,41,12.36
S309,M,Novice,6,4,14,13,16,6,2,5,6,3,4,3,10,9,4,2,1,11,11,4,6,9,18,10,10,2,3,3,8,92.4,A,0.5,0.5,0.5,0.5,0.5,0.39,0.5,0.5,0.49,0.5,0.5,0.5,0.45,0.29,0.5,0.5,0.5,0.48,0.5,0.43,0.5,0.48,0.49,0.5,0.48,0.5,0.48,0.5,0.47,203,13.93
S312,M,Intermediate,2,2,1,2,2,2,1,2,1,1,1,3,1,3,3,1,3,1,1,2,5,4,5,1,3,1,1,3,3,97.9,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,61,14.4
S313,M,Intermediate,2,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,4,3,1,1,8,1,18,3,1,2,1,1,80.24,B,0.5,0.5,0.5,0.42,0.5,0.43,0,0.22,0.28,0.31,0.31,0.5,0.34,0.3,0.5,0.43,0,0.34,0.5,0.14,0.29,0.19,0.44,0.5,0,0.33,0.34,0.5,0.31,60,9.92
S314,F,Novice,3,2,4,2,1,2,3,2,2,1,1,1,1,1,2,1,1,0,1,1,0,2,4,3,8,5,1,0,7,101.49,A,0.5,0.5,0.5,0.5,0.5,0.46,0.5,0.5,0.5,0.28,0.05,0.5,0.49,0.46,0.36,0.5,0.5,0.5,0.5,0.5,0.41,0.34,0.5,0.5,0.5,0.5,0.5,0.5,0.45,62,13.3
S316,M,Proficient,1,1,2,2,2,1,1,1,1,1,1,1,1,2,3,1,2,3,6,2,5,3,4,5,3,4,3,3,4,98,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.45,0.44,0.5,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,69,14.32
S317,M,Intermediate,3,5,5,4,4,4,2,3,4,4,3,3,3,1,2,3,1,1,1,3,9,3,5,3,2,1,2,3,3,101,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,90,14.43
S318,F,Intermediate,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,3.22,F,0.5,0.5,0,0.39,0.5,0.36,0.45,0,0.34,0,0.32,0,0.29,0.17,0.48,0.48,0.21,0.36,0,0.45,0.1,0,0.42,0.5,0.46,0.17,0.36,0,0,15,7.81
S319,M,-,3,1,1,1,2,2,2,1,1,0,1,2,1,0,1,1,1,3,2,5,7,2,9,2,2,1,3,0,3,68.65,D,0.5,0.5,0.06,0,0.35,0.4,0.45,0.44,0.27,0,0,0.08,0.2,0.15,0.5,0.49,0.5,0.48,0.5,0.4,0.5,0.45,0.46,0.5,0.5,0.5,0.35,0.5,0.38,60,10.41
S320,M,Novice,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,16,4,15,10,2,2,6,4,8,93.76,A,0.5,0.5,0.5,0.45,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.42,0.5,0.5,0.41,0.49,0.5,0.5,0.5,0.48,0.48,0.5,0.5,0.5,0.45,0.5,0.47,94,14
S321,F,Intermediate,1,4,1,2,3,3,1,3,2,2,2,2,1,2,2,1,1,2,8,1,15,3,7,9,2,2,2,1,8,94.9,A,0.5,0.5,0.5,0.49,0.5,0.47,0.48,0.5,0.46,0.5,0.48,0.5,0.45,0.45,0.5,0.5,0.5,0.45,0.5,0.49,0.5,0.5,0.45,0.5,0.49,0.5,0.5,0.5,0.45,93,14.11
S323,M,Proficient,3,3,3,2,1,1,1,3,2,1,1,2,1,1,0,0,3,4,6,3,6,9,5,5,7,2,3,1,0,71.56,C,0.5,0.5,0.22,0.45,0.5,0.39,0.38,0.44,0.36,0.03,0.46,0.03,0.39,0.34,0.5,0.48,0.38,0.45,0.43,0.41,0.5,0.38,0.35,0.5,0.5,0.21,0.5,0.5,0.34,79,11.42
S324,M,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0.5,0.5,0.5,0.45,0.17,0.36,0.43,0.5,0.2,0.33,0.37,0,0.15,0.12,0.3,0.46,0.5,0.47,0.33,0.4,0.5,0.34,0.44,0.5,0.35,0,0.3,0.25,0.35,0,10.07
S325,F,Novice,3,1,1,1,2,1,1,2,3,1,3,1,2,2,3,1,2,3,5,2,4,3,1,5,4,1,1,2,2,97.29,A,0.5,0.5,0.47,0.46,0.17,0.48,0.49,0.44,0.32,0,0.5,0.5,0.49,0.34,0.5,0.5,0.1,0.38,0.26,0.33,0.5,0.33,0.49,0.48,0.5,0.17,0.5,0.48,0.47,63,11.65
S326,M,Intermediate,3,4,4,3,1,2,0,2,2,3,1,1,2,1,1,1,1,3,4,2,7,2,1,4,2,1,1,3,1,98.91,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.45,0.5,0.46,0.49,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.5,0.49,0.5,0.45,0.5,0.5,0.5,0.45,63,14.19
S327,F,Novice,3,3,4,3,1,1,1,1,1,2,1,2,1,1,1,1,2,2,11,4,8,1,6,1,1,1,1,1,0,76.76,C,0.5,0.47,0.5,0.44,0,0.41,0.35,0.5,0.46,0.47,0.44,0,0.34,0.05,0.5,0.48,0.48,0.46,0.5,0.45,0.46,0.49,0.46,0.5,0.5,0.33,0.5,0.11,0.41,66,11.56
S328,M,Intermediate,5,7,2,5,3,1,1,2,1,1,1,0,1,3,1,1,1,3,2,1,3,1,13,5,1,0,4,1,1,70.56,C,0.5,0.5,0.5,0.49,0.5,0.38,0.45,0.5,0.44,0.5,0.5,0.5,0.45,0.27,0.5,0.5,0.5,0.39,0.5,0.45,0.5,0.37,0.44,0.5,0.5,0.5,0.38,0.5,0.33,71,13.34
S329,F,Beginner,8,6,7,4,5,1,1,6,7,2,5,3,7,6,5,8,1,3,7,3,7,8,19,14,8,3,2,1,5,74.9,C,0.5,0.49,0.5,0.46,0.35,0.39,0.5,0.44,0.5,0.36,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.45,0.48,0.5,0.48,0.5,0.41,0.5,0.34,162,13.58
S330,F,Intermediate,3,4,3,3,4,5,1,1,7,3,2,2,2,3,2,2,1,9,2,2,6,3,8,1,2,1,2,1,2,90.8,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.33,0.5,0.5,0.49,0.48,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,87,14.26
S332,M,Intermediate,4,4,9,3,5,2,2,3,1,2,1,6,4,6,5,2,2,3,1,3,17,4,6,0,0,0,3,0,0,65.78,D,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.49,0.5,0.48,0.5,0.46,0.5,0.5,0.48,0.5,0.5,0.5,0.48,0.5,0.49,98,14.34
S333,F,-,2,3,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,3,1,1,5,3,5,4,2,2,2,1,80,B,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.48,0.5,0.5,0.5,0.49,0.5,0.5,0.48,0.5,0.5,0.5,0.5,54,14.43
S334,M,Proficient,2,2,2,1,3,4,1,2,6,2,4,2,3,2,5,2,3,3,6,6,9,3,26,5,5,2,5,1,9,91.7,A,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.49,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,126,14.45
S335,F,Intermediate,1,1,2,1,2,1,1,3,4,1,1,1,1,2,2,1,1,2,3,1,5,0,3,6,5,0,1,3,0,82.71,B,0.5,0.5,0.5,0.45,0.43,0.4,0.48,0.44,0.46,0.28,0.41,0.09,0.35,0.48,0.5,0.43,0.5,0.39,0.5,0.39,0.5,0.45,0.44,0.5,0.5,0.5,0.5,0.5,0.43,55,12.8
S336,M,Proficient,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,1.04,F,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.44,0.45,0.39,0.4,0.44,0.38,0,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.48,0.48,0.5,0.5,0.5,0.45,0.5,0.5,20,13.38
S337,M,Novice,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,22.8,F,0.5,0.5,0.5,0.48,0.5,0.45,0.48,0.5,0.41,0,0,0.38,0.22,0.03,0.5,0.5,0.5,0.5,0.4,0,0.5,0.48,0.4,0.5,0.49,0.5,0.48,0.5,0.45,9,11.65
S338,M,Beginner,3,2,4,1,4,1,1,1,1,1,1,1,1,3,1,2,1,2,17,2,5,10,5,13,7,2,1,2,7,95,A,0.5,0.5,0.5,0.5,0.5,0.45,0.49,0.5,0.47,0.5,0.48,0.5,0.44,0.45,0.5,0.48,0.5,0.5,0.5,0.45,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,102,14.2
S339,F,Novice,2,2,3,1,4,1,2,2,1,1,3,2,1,1,2,1,1,1,2,1,3,4,7,1,5,15,1,2,4,84,B,0.5,0.5,0.5,0.5,0.15,0.45,0.45,0.44,0.45,0.5,0.48,0.25,0.44,0.28,0.5,0.48,0.47,0.4,0.48,0.48,0.5,0.45,0.46,0.5,0.5,0.45,0.5,0.5,0.45,76,13.01
S340,M,-,2,2,1,2,1,1,1,1,2,1,0,1,1,0,2,0,2,1,6,0,0,1,1,0,0,0,0,0,0,22.53,F,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.5,0,0.5,0.46,0.44,0.5,0.5,0.45,0.5,0.13,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.36,0.43,29,13.22
S341,M,Intermediate,7,3,6,4,4,3,3,2,4,2,3,4,2,12,3,2,1,3,6,3,4,2,4,1,3,3,2,4,1,99.4,A,0.5,0.5,0.5,0.48,0.5,0.47,0.48,0.5,0.45,0.5,0.48,0.5,0.46,0.43,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.47,0.48,0.47,101,14.1
S342,M,Expert,3,4,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,3,2,5,3,1,3,3,102,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,54,14.5
S343,F,Proficient,5,3,2,6,5,1,1,1,2,1,1,1,1,1,1,1,1,3,5,2,3,9,4,4,12,2,8,1,6,98.1,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.36,0.49,0.5,0.5,93,14.28
S344,M,Proficient,6,6,3,2,3,2,1,2,3,2,1,3,1,1,2,1,1,4,8,2,4,3,10,5,4,0,2,5,0,97.3,A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.5,0.39,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5,0.45,87,14.23
S345,F,Intermediate,1,1,1,1,1,0,0,3,2,0,1,0,1,0,3,0,1,1,1,0,1,0,0,0,0,0,1,0,1,44.09,F,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.44,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,21,14.44
S346,M,Intermediate,3,3,3,3,3,3,3,2,3,2,1,2,1,3,2,0,1,1,11,2,3,2,9,3,2,2,1,4,1,102.3,A,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.38,0.5,0.5,0.49,79,13.98
S347,F,Intermediate,2,6,2,2,3,1,4,3,2,3,2,2,1,2,1,1,1,4,2,3,7,6,5,3,11,4,4,2,1,75.18,C,0.5,0.5,0.5,0.48,0.35,0.49,0.44,0.5,0.42,0.5,0.43,0,0.38,0.27,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.45,0.48,0.5,0.5,90,13.18
S348,M,Proficient,2,5,2,2,3,2,2,1,1,1,2,1,2,1,1,1,1,2,23,1,3,5,11,5,4,3,5,2,4,97.77,A,0.5,0.5,0.44,0.41,0.5,0.43,0.5,0.5,0.49,0.5,0.46,0.5,0.47,0.43,0.5,0.48,0.5,0.5,0.5,0.4,0.5,0.49,0.49,0.5,0.48,0.5,0.5,0.5,0.48,98,13.95
S349,M,Intermediate,4,4,2,1,1,2,1,1,1,2,1,3,2,1,2,1,1,4,21,11,5,4,5,3,11,1,4,10,10,77.42,C,0.5,0.48,0.5,0.32,0.5,0.46,0.42,0.5,0.39,0.5,0.5,0.5,0.49,0.35,0.5,0.5,0.39,0.37,0.36,0.4,0.47,0.46,0.41,0,0.41,0.14,0.38,0.41,0.38,119,11.99
S350,F,Proficient,2,3,2,3,3,2,2,2,3,1,1,3,3,2,2,1,1,3,3,1,4,9,10,5,3,1,3,10,3,96.5,A,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,91,14.44
S351,M,Intermediate,1,3,2,1,1,1,0,1,1,1,0,1,1,0,2,0,2,4,0,1,2,0,0,0,0,0,0,0,1,31.78,F,0.5,0.5,0.19,0.42,0.03,0.45,0.5,0.5,0.45,0,0.43,0,0.3,0.43,0.5,0.5,0.34,0.4,0.2,0.45,0.26,0.47,0.38,0.42,0.44,0,0.35,0,0.5,26,9.91
S352,F,Proficient,2,2,1,1,1,3,1,1,1,1,1,2,1,0,0,0,1,2,2,2,1,1,2,2,6,0,1,0,0,63.19,D,0.5,0.43,0.31,0.33,0,0.27,0.25,0.39,0.15,0,0,0,0,0,0.5,0.48,0.36,0.38,0.33,0.3,0.47,0,0.4,0.15,0.49,0.31,0.35,0.39,0.18,38,7.72
S353,M,Proficient,2,4,3,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,3,4,3,2,1,2,2,1,102.5,A,0.5,0.49,0.5,0.46,0.5,0.45,0.45,0.5,0.49,0.5,0.45,0.5,0.45,0.4,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.49,0.5,0.49,0.5,0.48,0.5,0.43,53,14.02
S354,M,Intermediate,2,4,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,4,12,4,12,2,7,2,1,2,1,67.46,D,0.5,0.5,0.17,0.38,0.47,0.36,0.37,0.44,0.4,0.5,0.28,0.5,0.37,0.29,0.5,0.4,0.26,0.33,0.2,0.4,0.5,0.4,0.41,0.15,0.5,0.33,0.5,0.25,0.47,73,11.13
S356,F,Intermediate,2,2,4,1,1,1,2,4,1,1,1,1,2,1,1,1,2,1,1,1,1,3,2,2,1,1,1,1,3,85.94,B,0.5,0.5,0.5,0.48,0.5,0.5,0.49,0.5,0.5,0.5,0.48,0.5,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,46,14.4
S357,F,Novice,1,5,3,3,2,3,2,1,1,1,1,0,1,1,1,0,1,2,1,0,1,1,1,1,1,1,2,1,1,66.37,D,0.5,0.31,0,0.44,0.5,0.48,0.42,0.11,0.35,0,0.46,0.08,0.4,0.32,0.5,0.47,0.5,0.48,0.5,0.36,0.5,0.48,0.49,0.5,0.5,0.5,0.4,0.5,0.41,40,11.46
S358,M,-,2,5,5,2,3,0,1,1,1,2,1,1,1,1,1,1,1,0,1,16,11,1,1,0,9,0,0,1,0,99.25,A,0.5,0.48,0.5,0.48,0.33,0.46,0.4,0.5,0.5,0.5,0.49,0.28,0.32,0.43,0.14,0.5,0.5,0.5,0.35,0.48,0.5,0.47,0.4,0.5,0.47,0.38,0.5,0.21,0.42,69,12.49
S359,M,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.99,F,0.5,0.49,0,0.38,0,0.28,0.45,0.39,0.36,0,0,0,0,0,0.11,0.39,0,0.46,0,0.3,0,0.34,0.4,0.02,0.49,0,0.5,0,0.3,2,6.16
S360,F,Novice,1,1,4,4,2,1,0,0,0,0,0,0,0,0,0,0,1,5,7,1,1,0,0,0,0,0,0,0,0,5.61,F,0.5,0.5,0.5,0.44,0.5,0.44,0.42,0.44,0.5,0,0.45,0,0.35,0,0.5,0.5,0.5,0.41,0.33,0.5,0.5,0.48,0.48,0.5,0.49,0,0.47,0,0.46,28,11.16
S361,F,-,3,2,6,9,6,4,6,3,1,1,0,1,2,1,1,1,1,2,18,11,23,25,18,6,17,0,7,0,0,88.85,B,0.5,0.5,0.5,0.46,0.5,0.49,0.5,0.5,0.48,0.5,0.48,0.31,0.44,0.49,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,175,14.06
S362,M,Intermediate,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,5,10,25,12,9,0,38,16,0,2,5,8,5,82.67,B,0.5,0.5,0,0.44,0.33,0.44,0.5,0.44,0.41,0.5,0.39,0.31,0.31,0.4,0.5,0.45,0.4,0.5,0.5,0.48,0.5,0.44,0.28,0.42,0.5,0.5,0.48,0.5,0.35,150,12.27
S364,M,Intermediate,2,2,2,1,1,3,1,2,3,1,1,2,3,2,2,1,1,3,5,2,4,3,4,3,2,1,1,2,1,66.45,D,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.08,0.48,0.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,61,13.88
S367,F,Beginner,8,4,10,5,3,2,4,0,0,0,0,0,0,0,0,0,4,7,0,1,0,1,4,0,0,0,0,0,0,9.61,F,0.5,0.45,0.5,0.49,0.5,0.5,0.43,0.5,0.5,0.5,0.49,0.5,0.43,0.44,0.5,0.48,0.5,0.43,0.33,0.41,0.5,0.46,0.48,0.5,0.5,0.5,0.5,0.5,0.5,53,13.82
S368,M,Proficient,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,9,0,11,2,7,17,2,0,2,1,6,94.36,A,0.5,0.49,0.5,0,0,0,0.43,0.5,0.46,0.38,0.5,0.5,0.43,0.44,0.5,0.48,0.5,0.49,0,0.12,0.5,0.47,0.48,0.5,0.5,0.33,0,0.48,0.35,78,10.83
S370,M,Expert,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,6,4,3,7,6,7,5,6,0,4,2,1,93.87,A,0.5,0.5,0.5,0.48,0.5,0.41,0.42,0.5,0.45,0.5,0.46,0.5,0.49,0.35,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45,0.45,0.5,0.5,0.5,0.41,0.2,0.45,71,13.52
S371,M,Intermediate,5,5,3,11,13,5,2,3,8,10,7,4,5,6,3,4,1,2,2,4,10,1,4,2,9,2,3,4,20,87.4,B,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.42,0.5,0.42,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,158,14.3
S372,M,Proficient,1,1,5,1,1,1,1,1,1,1,1,0,1,0,0,0,1,2,18,10,13,13,16,10,5,9,1,0,0,36.35,F,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5,114,14.47
S373,M,Proficient,1,1,2,1,1,1,1,2,1,1,1,1,3,0,0,0,1,1,3,1,1,1,10,1,2,1,1,0,0,90.05,A,0.5,0.5,0.44,0.48,0.35,0.38,0.5,0.44,0.46,0,0,0,0,0,0.5,0.5,0.5,0.41,0.5,0.45,0.13,0.3,0.41,0.35,0.48,0.5,0.4,0.5,0.34,40,10.32
S374,M,Intermediate,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,9,10,4,0,0,1,0,0,0,2,8,69.81,D,0.5,0.48,0,0.36,0.3,0.23,0.4,0.44,0.38,0.25,0.34,0.33,0.13,0.04,0.5,0.5,0.5,0.49,0.5,0.43,0.42,0.5,0.46,0,0.5,0,0.48,0.2,0.44,50,10.1
S378,M,-,3,4,5,4,3,3,1,3,4,2,1,1,3,3,3,3,3,1,18,14,6,10,30,51,12,36,5,2,44,87,B,0.5,0.48,0.5,0.48,0.5,0.5,0.5,0.5,0.47,0.28,0.4,0.42,0.35,0.35,0.5,0.5,0.5,0.5,0.5,0.48,0.5,0.48,0.5,0.5,0.5,0.48,0.48,0.5,0.48,278,13.63
S379,M,Novice,3,2,2,2,1,3,1,1,1,1,1,1,2,2,1,1,8,11,0,3,6,5,3,0,8,0,2,0,0,63.93,D,0.5,0.5,0.22,0.48,0.5,0.4,0.45,0.5,0.47,0.5,0.46,0,0.37,0.36,0.5,0.5,0.5,0.43,0.5,0.34,0.5,0.36,0.44,0.5,0.45,0.17,0.36,0.29,0.46,71,12.01
S381,F,Novice,1,1,1,1,1,2,1,1,1,4,1,2,1,2,1,1,1,1,3,3,0,2,1,4,4,3,2,3,4,74.21,C,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,0.5,0.5,0.48,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.33,0.5,0.5,0.5,53,14.2
